"","permno","nameenddt","ticker","comnam","permco"
"21192",56267,1984-12-26,"NCOL","NATIONAL COLOR LABS INC",3154
"21193",15270,2019-03-29,"NCOM","NATIONAL COMMERCE CORP",55213
"21194",78814,1996-10-30,"NCON","ENCON SYSTEMS INC",11899
"21195",75841,2014-06-06,"NCP","NUVEEN CA PERF PLUS MUNI FD INC",22119
"21196",23235,2023-12-29,"NCPL","NETCAPITAL INC",59342
"21197",88968,2004-03-26,"NCPM","N C O PORTFOLIO MANAGEMENT INC",41462
"21198",13350,2016-09-07,"NCQ","NOVACOPPER INC",54044
"21199",84372,2023-10-16,"NCR","N C R CORP NEW",31832
"21200",23265,2023-12-29,"NCRA","NOCERA INC",59355
"21201",87079,2005-08-03,"NCRI","N C R I C GROUP INC",16681
"21202",89306,2005-07-28,"NCRX","NEIGHBORCARE INC",42783
"21203",77501,2019-05-23,"NCS","N C I BUILDING SYSTEMS INC",11454
"21204",78991,1994-11-15,"NCSI","NATIONAL CONVENIENCE STORES INC",3153
"21205",59969,1977-07-27,"NCSL","NORTHERN CALIFORNIA S & L ASSN",3155
"21206",16675,2023-12-29,"NCSM","N C S MULTISTAGE HOLDINGS INC",55918
"21207",83150,2000-10-19,"NCSS","N C S HEALTHCARE INC",14366
"21208",91013,2010-02-08,"NCST","NUCRYST PHARMACEUTICALS CORP",49989
"21209",89548,2016-12-28,"NCT","NEWCASTLE INVESTMENT CORP",43633
"21210",76403,1999-01-06,"NCTI","N C T GROUP INC",10496
"21211",90483,2023-12-29,"NCTY","THE9 LTD",46004
"21212",79341,2014-06-06,"NCU","NUVEEN CA PREM INC MUN FD",29887
"21213",89707,2023-12-29,"NCV","VIRTUS CONV & INCOME FUND",43985
"21214",86303,2009-07-06,"NCX","NOVA CHEMICALS CORP",34847
"21215",89784,2023-12-29,"NCZ","VIRTUS CONV & INCOME FUND II",44187
"21216",12730,1969-04-17,"ND","NATIONAL DAIRY PRODS CORP",22378
"21217",21080,2022-12-02,"NDAC","NIGHTDRAGON ACQUISITION CORP",58141
"21218",90601,2023-12-29,"NDAQ","NASDAQ INC",46282
"21219",75094,2000-11-30,"NDB","NATIONAL DISCOUNT BRKRS GRP INC",21610
"21220",56363,2006-01-06,"NDC","NDCHEALTH CORP",3161
"21221",90537,1996-03-28,"NDCO","NOBLE DRILLING CORP",7752
"21222",56355,1984-10-01,"NDCQ","NATIONAL DATA COMMUNICATIONS INC",3158
"21223",90072,2009-10-26,"NDD","NEUBERGER BERMAN DIV ADV FD INC",44980
"21224",67862,2007-04-30,"NDE","INDYMAC BANCORP INC",20528
"21225",76005,1995-07-19,"NDEC","N D E ENVIRONMENTAL CORP",10332
"21226",76005,1991-04-22,"NDECV","N D E ENVIRONMENTAL CORP",10332
"21227",57032,1977-07-26,"NDHM","NEEDHAM HARPER & STEERS",3159
"21228",57032,1973-04-17,"NDHMA","NEEDHAM HARPER & STEERS",3159
"21229",47204,1989-07-31,"NDI","NUCLEAR DATA INC",21307
"21230",24150,2023-12-29,"NDIA","GLOBAL X FUNDS",53120
"21231",11387,1990-03-06,"NDIC","NATIONAL DATACOMPUTER INC",9230
"21232",23277,2023-12-29,"NDIV","AMPLIFY ETF TRUST",55546
"21233",22454,2023-12-29,"NDJI","E T F SERIES SOLUTIONS",54066
"21234",11560,1994-06-22,"NDLP","N D L PRODUCTS INC",9384
"21235",13959,2023-12-29,"NDLS","NOODLES & CO",54431
"21236",79458,1994-12-08,"NDM","NUVEEN MARYLAND PR INC MUN FD 2",29926
"21237",19604,2023-12-29,"NDMO","NUVEEN DYNAMIC MUNICIPAL OPP FD",57211
"21238",83452,2012-01-13,"NDN","99 CENTS ONLY STORES",31636
"21239",13519,2023-12-29,"NDP","TORTOISE ENERGY INDPNDCE FD INC",54140
"21240",39830,1984-06-11,"NDPR","NEEDCO PARTNERS",6879
"21241",66288,1985-09-11,"NDR","NORD RESOURCES CORP",3225
"21242",16793,2023-12-29,"NDRA","ENDRA LIFE SCIENCES INC",55938
"21243",15074,2017-10-17,"NDRM","NEURODERM LTD",55116
"21244",13079,2018-09-13,"NDRO","ENDURO ROYALTY TRUST",53918
"21245",58211,1985-07-15,"NDSI","NORTHERN DATA SYS INC",7163
"21246",57809,2023-12-29,"NDSN","NORDSON CORP",3160
"21247",56363,1993-10-13,"NDTA","NATIONAL DATA CORP",3161
"21248",21812,2023-12-29,"NDVG","NUSHARES E T F TRUST",55709
"21249",87841,2014-08-06,"NDZ","NORDION INC",37137
"21250",23344,2023-12-29,"NE","NOBLE CORP PLC",7752
"21251",89603,2023-12-29,"NEA","NUVEEN AMT FREE QLTY MUNI INC FD",43715
"21252",17461,2023-12-29,"NEAR","ISHARES U S ETF TRUST",54364
"21253",57024,1977-12-30,"NEAS","NEASE CHEMICAL INC",3162
"21254",57286,2004-06-24,"NEB","NEW ENGLAND BUSINESS SVC INC",3164
"21255",20441,2021-08-01,"NEBC","NEBULA CARAVEL ACQUISITION CORP",57645
"21256",90406,1987-10-05,"NEBK","NATIONAL ENTERPRISE BANK",7583
"21257",91025,2012-11-16,"NEBS","NEW ENGLAND BANCSHARES INC",50001
"21258",17367,2020-06-10,"NEBU","NEBULA ACQUISITION CORP",56235
"21259",47028,1997-06-10,"NEC","NATIONAL EDUCATION CORP",21253
"21260",21746,2023-12-29,"NECB","NORTHEAST CMNTY BANCORP INC MD",50976
"21261",75518,1991-04-23,"NECC","CRITICAL CARE AMERICA INC",8619
"21262",84431,2000-08-08,"NECS","NETCOM AB",15280
"21263",88737,2001-02-19,"NECSA","NETCOM AB",15280
"21264",84431,2001-02-19,"NECSB","NETCOM AB",15280
"21265",84431,1999-04-06,"NECSY","NETCOM AB",15280
"21266",56371,1992-04-21,"NECT","NATIONAL ENVIRONMENTAL CTLS",3165
"21267",92344,2014-07-30,"NED","NOAH EDUCATION HOLDINGS LTD",52808
"21268",62296,1998-12-07,"NEDI","NOBEL EDUCATION DYNAMICS INC",6175
"21269",24205,2023-12-29,"NEE","NEXTERA ENERGY INC",20684
"21270",10389,1990-05-22,"NEEC","NEECO INC",8306
"21271",18226,2020-10-16,"NEED","DIREXION SHARES E T F TRUST",53101
"21272",76086,1999-08-30,"NEF","SCUDDER NEW EUROPE FUND INC",26028
"21273",15045,2017-09-29,"NEFF","NEFF CORP",34750
"21274",24096,2000-09-04,"NEG","ENERGY EAST CORP",21278
"21275",93350,2023-12-29,"NEGG","NEWEGG COMMERCE INC",53393
"21276",17946,1998-11-09,"NEGX","NATIONAL ENERGY GROUP INC",622
"21277",88457,2012-09-18,"NEI","NETWORK ENGINES INC",37948
"21278",81726,2005-06-15,"NEIB","NORTHEAST IND BANC INC",13810
"21279",58078,1999-09-24,"NEIC","NORTH EAST INS CO",3167
"21280",58182,1978-02-01,"NEIH","NORTHEASTERN INSURANCE CO HARTFD",3168
"21281",84821,1998-10-21,"NEIP","N E I WEBWORLD INC",15485
"21282",34593,1978-05-17,"NEL","NELLY DON INC",24019
"21283",11345,1997-09-03,"NELL","NELLCOR PURITAN BENNETT INC",9190
"21284",80342,1995-10-10,"NELM","NATURES ELEMENTS HOLDING CORP",12900
"21285",57075,1987-03-23,"NELR","NELSON RESEARCH & DEVELOPMENT CO",3170
"21286",88361,2000-11-21,"NELV","NELVANA LTD",37732
"21287",21207,2023-12-29,"NEM","NEWMONT CORP",21286
"21288",82509,1999-01-20,"NEMA","NEMATRON CORP",14024
"21289",90329,2023-12-29,"NEN","NEW ENGLAND REALTY ASSOC L P",28409
"21290",57190,1989-01-05,"NENB","NEVADA NATIONAL BANCORPORATION",3171
"21291",76953,1992-06-02,"NEND","NENDELS CORP",10978
"21292",88457,2010-09-30,"NENG","NETWORK ENGINES INC",37948
"21293",90414,1987-03-16,"NENT","NATIONAL ENTMT CORP",6536
"21294",78514,1985-08-20,"NENV","NAUTILUS ENVIROMEDICAL SYS INC",26314
"21295",13704,2023-12-29,"NEO","NEOGENOMICS INC",54278
"21296",57091,1984-07-25,"NEOB","NEO BIONICS INC",3172
"21297",87574,2006-03-06,"NEOF","NEOFORMA INC",17861
"21298",75976,2023-12-29,"NEOG","NEOGEN CORP",10288
"21299",82831,2009-02-11,"NEOL","NEOPHARM INC",14309
"21300",84239,2002-05-16,"NEOM","NEOMEDIA TECHNOLOGIES",15177
"21301",68145,2023-12-29,"NEON","NEONODE INC",3984
"21302",78066,2012-01-04,"NEOP","NEOPROBE CORP",11795
"21303",15531,2021-03-19,"NEOS","NEOS THERAPEUTICS INC",55363
"21304",15075,2018-01-17,"NEOT","NEOTHETICS INC",55117
"21305",23236,2023-12-29,"NEOV","NEOVOLTA INC",59343
"21306",76555,1993-12-21,"NEOZ","NEOZYME CORP",10779
"21307",14734,2023-12-29,"NEP","NEXTERA ENERGY PARTNERS LP",54918
"21308",85950,2005-05-19,"NEPF","NORTHEAST PA FINL CORP",34724
"21309",18899,2023-12-29,"NEPH","NEPHROS INC",45536
"21310",92222,2023-12-29,"NEPT","NEPTUNE WELLNESS SOLUTIONS INC",52671
"21311",34665,2002-02-25,"NER","NEWCOR INC",21281
"21312",81727,2002-05-29,"NERAY","NERA AS",13809
"21313",18760,2023-12-29,"NERD","LISTED FUNDS TRUST",56315
"21314",85301,1999-03-18,"NERIF","NEWSTAR RESOURCES INC",15629
"21315",14822,2023-12-29,"NERV","MINERVA NEUROSCIENCES INC",54967
"21316",12063,2006-06-18,"NERX","NEORX CORP",9902
"21317",17017,2022-02-23,"NES","NUVERRA ENVIRONMENTAL SOLUTS INC",52837
"21318",58166,1987-07-20,"NESA","NORTHEAST SAVINGS F A",6410
"21319",10542,1993-03-24,"NESB","N E S B CORP",8452
"21320",82829,2001-08-16,"NESC","N E S C O INC",14301
"21321",86282,2001-02-14,"NESI","NETWORK SYSTEMS INTL INC",16205
"21322",79180,1994-08-05,"NESMF","INTERNATIONAL NESMONT INDL CORP",12151
"21323",16794,2023-04-27,"NESR","NATIONAL ENERGY SVCS REUNIT CORP",55939
"21324",57104,2008-04-30,"NEST","NESTOR INC",6744
"21325",86780,2002-06-02,"NESY","N E O N SYSTEMS INC",16431
"21326",18909,2023-12-29,"NET","CLOUDFLARE INC",56874
"21327",77976,2002-02-11,"NETA","NETWORKS ASSOCIATES INC",11735
"21328",22726,2023-12-18,"NETC","NABORS ENERGY TRANSITION CORP",59006
"21329",24274,2023-12-29,"NETD","NABORS ENERGY TRANSITION CORP II",59607
"21330",12350,2021-11-04,"NETE","NET ELEMENT INC",53535
"21331",77740,1997-08-28,"NETF","NETFRAME SYSTEMS INC",11555
"21332",86213,1999-10-26,"NETG","NETGRAVITY INC",16152
"21333",14344,2023-12-28,"NETI","ENETI INC",54677
"21334",78583,1988-10-13,"NETIF","NETI TECHNOLOGIES INC",26297
"21335",81217,1996-08-01,"NETK","NETWORK EXPRESS INC",13522
"21336",18432,2023-12-29,"NETL","E T F SERIES SOLUTIONS",54066
"21337",79612,2008-06-18,"NETM","NETMANAGE INC",12413
"21338",76400,2000-09-27,"NETN","NETWORKS NORTH INC",10449
"21339",86904,2001-08-28,"NETO","NETOBJECTS INC",16520
"21340",86838,2004-09-01,"NETP","NET PERCEPTIONS INC",16490
"21341",87335,2001-10-17,"NETR","NETRADIO CORP",17196
"21342",16669,2019-06-14,"NETS","NETSHOES CAYMAN LTD",55913
"21343",82596,2000-07-17,"NETT","NETTER DIGITAL ENTERTAINMENT INC",14153
"21344",81631,1998-09-25,"NETVA","NETVANTAGE INC",13702
"21345",76955,1994-07-12,"NETW","NETWORK FINANCIAL SERVICES INC",10842
"21346",86050,2001-06-05,"NETX","NETLOJIX COMMUNICATIONS INC",16129
"21347",22843,2023-12-29,"NETZ","T C W ETF TRUST",58338
"21348",42550,2023-12-29,"NEU","NEWMARKET CORP",20672
"21349",57518,1979-07-04,"NEUH","NEUHOFF BROTHERS PACKERS",3175
"21350",93026,2022-06-03,"NEV","NUVEEN ENHANCED MUNICIPAL VAL FD",53211
"21351",57198,1986-12-18,"NEVA","NEVADA RES INC",3174
"21352",17939,2022-05-03,"NEW","PUXIN LTD",56435
"21353",16826,2021-07-13,"NEWA","NEWATER TECHNOLOGY INC",56010
"21354",11396,1996-09-24,"NEWB","NEWBERRY BANCORP INC",9237
"21355",11396,1990-12-27,"NEWBA","NEWBERRY BANCORP INC",9237
"21356",87794,2003-04-23,"NEWC","NEW CHINA HOMES LTD",18401
"21357",57542,1992-11-10,"NEWE","NEWPORT ELECTRONICS INC",3176
"21358",75609,2005-07-21,"NEWH","NEW HORIZONS WORLDWIDE INC",10232
"21359",80003,1998-10-23,"NEWI","NEW WEST EYEWORKS INC",12723
"21360",57350,1979-09-18,"NEWJ","NEW JERSEY LIFE CO",3177
"21361",90743,2014-07-16,"NEWL","NEWLEAD HOLDINGS LTD",46865
"21362",14490,2019-11-19,"NEWM","NEW MEDIA INVESTMENT GROUP INC",54754
"21363",12056,2013-04-16,"NEWN","NEW ENERGY SYSTEMS GROUP",53485
"21364",21228,2023-12-29,"NEWP","NEW PACIFIC METALS CORP",58262
"21365",15108,2023-11-07,"NEWR","NEW RELIC INC",55133
"21366",90329,2002-12-12,"NEWRZ","NEW ENGLAND REALTY ASSOC L P",28409
"21367",91674,2017-12-22,"NEWS","NEWSTAR FINANCIAL INC",51561
"21368",58836,2023-12-29,"NEWT","NEWTEKONE INC",579
"21369",11100,1995-03-07,"NEWU","WAVETECH INC",8964
"21370",57374,1982-08-12,"NEWV","NEW VIRGINIA BANCORPORATION",3180
"21371",57382,1985-01-10,"NEWW","NEW WORLD COMPUTER INC",3181
"21372",82172,2001-09-27,"NEWZ","NEWSEDGE CORP",13930
"21373",16557,2023-08-31,"NEX","NEXTIER OILFIELD SOLUTIONS INC",55842
"21374",17033,2023-12-29,"NEXA","NEXA RESOURCES S A",56116
"21375",87298,2009-01-12,"NEXC","NEXCEN BRANDS INC",17213
"21376",20613,2023-12-29,"NEXI","NEXIMMUNE INC",57958
"21377",76457,2002-08-30,"NEXL","NEXELL THERAPEUTICS INC NEW",10696
"21378",88177,2010-09-13,"NEXM","NEXMED INC",37171
"21379",84747,1998-12-16,"NEXR","NEXAR TECHNOLOGIES INC",15428
"21380",80368,2012-11-14,"NEXS","NEXXUS LIGHTING INC",12935
"21381",15293,2023-12-29,"NEXT","NEXTDECADE CORP",55212
"21382",11075,1987-09-28,"NEXX","NEXXUS TECHNOLOGIES INC",8942
"21383",34454,1976-04-22,"NFA","NATIONAL ALFALFA DEHYDRAT & MLG",24006
"21384",55811,1984-12-14,"NFAC","N F A CORP",5567
"21385",58094,2006-11-30,"NFB","NORTH FORK BANCORPORATION NY INC",5627
"21386",58094,1990-03-06,"NFBC","NORTH FORK BANCORPORATION NY",5627
"21387",92443,2023-12-29,"NFBK","NORTHFIELD BANCORP INC DE",52863
"21388",18010,2019-12-18,"NFC","NEW FRONTIER CORP",56437
"21389",10381,1983-05-13,"NFCO","A N E F C O INC",3182
"21390",18368,2023-12-29,"NFE","NEW FORTRESS ENERGY INC",56629
"21391",12358,2019-02-07,"NFEC","N F ENERGY SAVING CORP",53542
"21392",57307,1985-08-28,"NFEX","NEW FRONTIER PETE CORP",3183
"21393",86025,2001-11-23,"NFF","NEFF CORP",34750
"21394",58077,1973-08-29,"NFFC","N F F CORP",3355
"21395",25590,2023-12-29,"NFG","NATIONAL FUEL GAS CO N J",21255
"21396",22039,2023-12-29,"NFGC","NEW FOUND GOLD CORP",58769
"21397",18010,2022-01-26,"NFH","NEW FRONTIER HEALTH CORP",56437
"21398",85433,2008-01-16,"NFI","NOVASTAR FINANCIAL INC",32117
"21399",18900,2020-11-10,"NFIN","NETFIN ACQUISITION CORP",56832
"21400",90563,2023-12-29,"NFJ","VIRTUS DIV INT & PREM STR FD",46161
"21401",13522,1982-06-01,"NFK","NORFOLK & WESTERN RAILWAY CO",22446
"21402",78810,2009-10-16,"NFL","NUVEEN INS FL PREM INC MUNI FD",29735
"21403",65445,1982-09-08,"NFLC","NATIONAL FOUNDATION LIFE INS",3184
"21404",80559,2009-06-10,"NFLD","NORTHFIELD LABORATORIES INC",13110
"21405",81885,2000-03-15,"NFLI","NUTRITION FOR LIFE INTL INC",13838
"21406",24445,2023-12-29,"NFLP","NEOS ETF TRUST",58526
"21407",15618,2023-12-29,"NFLT","ETFIS SERIES TRUST I",55045
"21408",89393,2023-12-29,"NFLX","NETFLIX INC",43145
"21409",24131,2023-12-29,"NFLY","TIDAL TRUST II",59396
"21410",88880,2012-08-03,"NFM","NUVEEN MARYLAND DIV ADV MUN FD",41174
"21411",22749,2023-10-23,"NFNT","INFINITE ACQUISITION CORP",59018
"21412",17721,2020-02-14,"NFO","INVESCO E T F TRUST",44072
"21413",79097,1997-12-28,"NFOR","N F O WORLDWIDE INC",12075
"21414",89850,2013-07-01,"NFP","NATIONAL FINANCIAL PARTNERS CORP",44394
"21415",78419,1985-11-14,"NFPEF","NORFOLK PETROLEUM LTD",5192
"21416",14210,2023-12-29,"NFRA","FLEXSHARES TRUST",53875
"21417",84644,2008-12-31,"NFS","NATIONWIDE FINANCIAL SERVICES IN",31938
"21418",91406,2013-09-06,"NFSB","NEWPORT BANCORP INC",50977
"21419",10580,1995-06-30,"NFSF","N F S FINANCIAL CORP",8488
"21420",90422,1989-05-12,"NFSI","NATIONAL F S I INC",7707
"21421",10130,1997-01-13,"NFSL","NEWNAN HOLDINGS INC",8076
"21422",23731,2023-12-29,"NFTG","NFT GAMING COMPANY INC",59499
"21423",13219,2023-12-29,"NFTY","FIRST TR EXCH TRD ALPHADEX FD II",53708
"21424",22456,2023-02-27,"NFTZ","E T F SERIES SOLUTIONS",54066
"21425",79915,2019-02-13,"NFX","NEWFIELD EXPLORATION CO",30044
"21426",22419,2023-12-29,"NFYS","ENPHYS ACQUISITION CORP",58809
"21427",88876,2013-04-05,"NFZ","NUVEEN ARIZONA DIV ADV MUNI FD",41170
"21428",89965,2023-12-29,"NG","NOVAGOLD RESOURCES INC",44718
"21429",19911,2021-05-06,"NGA","NORTHERN GENESIS ACQ CORP",57210
"21430",20717,2021-11-10,"NGAB","NORTHERN GENESIS ACQ CORP II",57688
"21431",20310,2021-08-19,"NGAC","NEXTGEN ACQUISITION CORP",57455
"21432",78436,2011-04-13,"NGAS","NGAS RESOURCES INC",27301
"21433",78436,1999-03-14,"NGASF","DAUGHERTY RESOURCES INC",27301
"21434",88877,2012-08-03,"NGB","NUVEEN VIRGINIA DIV ADV MUN FD",41171
"21435",92629,2010-12-10,"NGBF","NEW GENERATION BIOFUELS HLDGS IN",52997
"21436",21229,2023-03-24,"NGC","NORTHERN GENESIS ACQ CORP III",58039
"21437",21321,2021-12-29,"NGCA","NEXTGEN ACQUISITION CORP II",58142
"21438",79510,1995-09-20,"NGCO","NATIONAL GYPSUM CO NEW",12362
"21439",90433,2023-12-29,"NGD","NEW GOLD INC",45863
"21440",56398,1986-06-23,"NGDC","NATIONAL GOLD DISTRIBUTORS LTD",7059
"21441",13842,2023-12-29,"NGE","GLOBAL X FUNDS",53120
"21442",85995,2009-03-20,"NGEN","NANOGEN INC",16049
"21443",80207,2004-03-31,"NGF","NATIONS GOVT INC TM TR 2004 INC",30263
"21444",76939,1991-04-30,"NGFCF","NEVADA GOLDFIELDS CORP",9727
"21445",87280,2023-12-29,"NGG","NATIONAL GRID PLC",36350
"21446",76597,2000-12-11,"NGH","NABISCO GROUP HOLDING CORP",22506
"21447",14464,2020-12-31,"NGHC","NATIONAL GENERAL HOLDINGS CORP",54740
"21448",82810,2007-11-13,"NGI","NEON COMMUNICATIONS GROUP INC",14313
"21449",89340,2012-07-06,"NGK","NUVEEN CT DIV ADV MUNI FD 2",42925
"21450",12745,2023-12-29,"NGL","N G L ENERGY PARTNERS LP",53753
"21451",91823,2016-02-16,"NGLS","TARGA RESOURCES PARTNERS LP",51812
"21452",18561,2023-12-29,"NGM","N G M BIOPHARMACEUTICALS INC",56706
"21453",20157,2023-12-29,"NGMS","NEOGAMES S A",57571
"21454",57171,1994-09-30,"NGNA","NEUTROGENA CORP",3188
"21455",14535,2023-12-29,"NGNE","NEUROGENE INC",54781
"21456",89514,2012-07-06,"NGO","NUVEEN CONN DIV ADV MUNI FD 3",43526
"21457",90456,2014-10-01,"NGPC","N G P CAPITAL RESOURCES CO",45880
"21458",84552,2007-12-20,"NGPS","NOVATEL INC",15310
"21459",84552,1999-03-14,"NGPSF","NOVATEL INC",15310
"21460",83790,2006-12-17,"NGRU","NETGURU INC",14846
"21461",89546,2023-12-29,"NGS","NATURAL GAS SERVICES GROUP INC",43631
"21462",92046,2012-06-28,"NGSX","NEUROGESX INC",52298
"21463",88253,2000-10-25,"NGTC","NOGATECH INC",37518
"21464",13508,2023-12-29,"NGVC","NATRL GROCERS BY VIT COTTAGE INC",54136
"21465",16044,2023-12-29,"NGVT","INGEVITY CORP",55557
"21466",87404,2001-01-09,"NGWY","NETGATEWAY INC",17399
"21467",89604,2014-06-06,"NGX","NUVEEN MA AMT FREE MUNI INC FD",43716
"21468",92275,2014-01-24,"NGZ","ALLIANZGI GLB EQTY & CONV INC FD",52759
"21469",16100,2023-05-23,"NH","NANTHEALTH INC",55589
"21470",15918,2021-02-23,"NHA","NUVEEN MUNICIPAL 2021 TGT TRM FD",55514
"21471",84432,2001-03-20,"NHAN","NHANCEMENT TECHNOLOGIES INC",15303
"21472",43107,1967-08-31,"NHB","NEW HAVEN BOARD & CARTON CO",24658
"21473",72338,2023-12-29,"NHC","NATIONAL HEALTHCARE CORP",21256
"21474",56435,1986-11-20,"NHCC","NATIONAL HEALTH CORP",6173
"21475",85882,2002-06-25,"NHCH","NEWMARK HOMES CORP",16011
"21476",79181,2002-01-18,"NHCI","NATIONAL HOME CENTERS INC",12149
"21477",56427,1991-12-27,"NHCS","NATIONAL HEALTH CARE SYS",5723
"21478",56419,1995-04-28,"NHDI","N H D STORES INC",3189
"21479",49170,1982-08-31,"NHE","NATIONAL HEALTH ENTERPRISES INC",25051
"21480",75956,1992-08-17,"NHER","NATIONAL HERITAGE INDUSTRIES INC",10209
"21481",10893,1997-12-29,"NHES","NATIONAL HEALTH ENHANCMT SYS INC",8767
"21482",91301,2021-11-07,"NHF","NEXPOINT STRATEGIC OPP FUND",50840
"21483",80604,1995-01-02,"NHH","NUMED HOME HEALTH CARE INC",30411
"21484",34228,2007-11-21,"NHHC","NATIONAL HOME HEALTH CARE CORP",6676
"21485",77057,2023-12-29,"NHI","NATIONAL HEALTH INVESTORS INC",29106
"21486",22581,2023-04-25,"NHIC","NEWHOLD INVESTMENT CORP II",58871
"21487",51318,2004-01-27,"NHL","NEWHALL LAND & FARMING CO CAL",21282
"21488",11441,2021-02-25,"NHLD","NATIONAL HOLDINGS CORP",9278
"21489",12062,1991-04-23,"NHLI","NATIONAL HEALTH LABORATORIES INC",9848
"21490",83888,1999-12-21,"NHMC","NATIONAL HEALTHCARE MNFG CO",14901
"21491",83888,1999-02-09,"NHMCF","NATIONAL HEALTHCARE MNFG CO",14901
"21492",34228,1991-12-23,"NHMO","NATIONAL H M O CORP",6676
"21493",68312,2011-07-01,"NHP","NATIONWIDE HEALTH PROPERTIES INC",20301
"21494",91962,2008-04-01,"NHPI","NEURO HITECH INC",52136
"21495",92800,2010-08-17,"NHR","NORTH ASIA INVESTMENT CORP",53055
"21496",56419,1988-07-12,"NHRD","NATIONAL HARDGOODS DISTRS INC",3189
"21497",90362,2008-04-30,"NHRX","NATIONSHEALTH INC",45563
"21498",89780,2023-12-29,"NHS","NEUBERGER BERMAN HG YD STRAT FD",44182
"21499",57323,1990-12-07,"NHSB","NEW HAMPSHIRE SAVINGS BANK CORP",5840
"21500",75911,1996-09-30,"NHSL","N H S FINANCIAL INC",10427
"21501",10297,2015-05-31,"NHTB","NEW HAMPSHIRE THRIFT BNCSHRS INC",8217
"21502",81728,2023-12-29,"NHTC","NATURAL HEALTH TRENDS CORP",13796
"21503",57331,1980-08-04,"NHVN","NEW HAVEN WTR CO",3190
"21504",14051,2023-12-29,"NHWK","NIGHTHAWK BIOSCIENCES INK",54481
"21505",52687,1986-06-03,"NHX","NATIONAL HOMES CORP",21254
"21506",69606,2007-11-21,"NHY","NORSK HYDRO A S",21295
"21507",38762,2023-12-29,"NI","NISOURCE INC",21244
"21508",82499,2004-04-27,"NIAG","NIAGARA CORP DEL",14055
"21509",11351,1988-11-08,"NIAM","NATIONAL IMAGING INC",9196
"21510",81919,1997-05-30,"NIB","NEW IBERIA BANCORP INC",30935
"21511",10132,1989-11-09,"NIBC","NATIONAL INDUSTRIAL BANCORP INC",8078
"21512",15948,2023-12-29,"NIC","NICOLET BANKSHARES INC",55525
"21513",82830,2023-12-29,"NICE","NICE LTD",14312
"21514",82830,1999-04-07,"NICEY","NICE SYSTEMS LTD",14312
"21515",85885,2009-02-11,"NICH","NITCHES INC",7737
"21516",85705,2023-12-29,"NICK","NICHOLAS FINANCIAL INC",15909
"21517",85705,1999-05-03,"NICKF","NICHOLAS FINANCIAL INC",15909
"21518",75788,1990-01-01,"NICL","NICKEL RESOURCES DEV CORP",3191
"21519",75788,1989-01-25,"NICLF","NI CAL DEVELOPMENTS LTD",3191
"21520",57622,1985-10-31,"NICO","NICO INC",6823
"21521",13729,2023-03-24,"NID","NUVEEN INTER DURAT MUNI TERM FD",54290
"21522",81726,2005-06-16,"NIDB","NORTHEAST IND BANC INC",13810
"21523",91757,2023-12-29,"NIE","VIRTUS ALLIANZGI EQ & CON INC FD",51794
"21524",57649,1984-08-29,"NIELA","NIELSEN A C CO",3193
"21525",57657,1984-08-29,"NIELB","NIELSEN A C CO",3193
"21526",10267,1992-08-27,"NIEX","NIAGARA EXCHANGE CORP",8195
"21527",77153,2013-05-03,"NIF","NUVEEN PREMIER MUNI OPPTY FD INC",29370
"21528",19419,2022-09-23,"NIFE","DIREXION SHARES E T F TRUST",53101
"21529",15532,2019-12-31,"NIHD","N I I HOLDINGS INC",43910
"21530",89518,2012-07-06,"NII","NUVEEN NC DIV ADV MUNI FD 3",43530
"21531",75800,1996-12-04,"NIIS","NEW IMAGE IND INC",10289
"21532",34702,1963-01-31,"NIK","NICKEL RIM MINES LTD",24027
"21533",57665,1990-10-16,"NIKE","NIKE INC",3194
"21534",23797,2023-12-29,"NIKL","SPROTT FUNDS TRUST",59253
"21535",87621,2005-07-29,"NIKU","NIKU CORP",18325
"21536",85622,1999-07-06,"NIL","NOBLE INTERNATIONAL LTD",32159
"21537",84302,2023-01-02,"NILE","BITNILE HOLDINGS INC",15236
"21538",77910,2023-12-29,"NIM","NUVEEN SELECT MATURITIES MUN FD",29572
"21539",57673,1995-02-28,"NIMSY","FAIRHAVEN INTERNATIONAL LTD",5528
"21540",18164,1994-10-12,"NIMU","NON INVASIVE MONITORING SYS INC",6828
"21541",78928,1999-06-15,"NIN","NINE WEST GROUP INC",29759
"21542",21232,1983-12-04,"NIND","NATIONAL INDUSTRIAL SVCS CORP",3195
"21543",17251,2023-12-29,"NINE","NINE ENERGY SERVICES INC",56220
"21544",78542,1986-09-05,"NINVF","NORSAT INTERNATIONAL INC",7326
"21545",18087,2023-12-29,"NIO","N I O INC",56508
"21546",64768,1988-09-16,"NIP","NEWHALL INVESTMENT PPTYS",25730
"21547",55782,2007-09-26,"NIPNY","N E C CORP",3196
"21548",13774,2023-06-23,"NIQ","NUVEEN INTER DUR QLTY MUNI TM FD",54322
"21549",20818,2023-12-18,"NIR","NEAR INTELLIGENCE INC",57751
"21550",11374,1990-01-01,"NIRAA","NIRAVOICE INC",9219
"21551",12000,1990-04-19,"NIRSV","NATIONAL INCOME REALTY TRUST NEW",798
"21552",12000,1998-11-25,"NIRTS","NATIONAL INCOME REALTY TRUST",798
"21553",89493,2008-08-01,"NIS","N I S GROUP CO LTD",43461
